"PO Report FY2013",,,,,
"Please note that this report contains individual line items for each purchase order.",,,,,
,,,,,
"PO Number","Agency","Commodity","Vendor Name","Ordered DAte","PO amount"
"PO366483-V5","OFFICE OF CHIEF FINANCIAL OFFICER","9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING","OST, Inc.",19-Nov-12,"205,900.92"
"PO366487-V3","EQUIPMENT LEASE - CAPITAL","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",25-Oct-12,"58,720.64"
"PO368721-V7","OFFICE OF CHIEF TECHNOLOGY OFFICER","9189500:Telecommunications Consulting","SAIC, Inc.",15-Jul-13,"2,222,850.12"
"PO368965-V3","DEPARTMENT OF TRANSPORTATION","9257900:Railroad; Rapid Transit; Monorail/Engineering","HDR Engineering Inc.",12-Aug-13,"45,057.37"
"PO369037-V3","DEPARTMENT OF TRANSPORTATION","9257900:Railroad; Rapid Transit; Monorail/Engineering","HDR Engineering Inc.",12-Aug-13,"51,406.20"
"PO369122-V2","OFFICE OF CHIEF TECHNOLOGY OFFICER","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",2-Jan-13,"29,498.40"
"PO370200-V3","OFFICE OF CHIEF FINANCIAL OFFICER","9180600:Administrative Consulting","VENABLE, BAETJER & HOWARD, LLP",5-Feb-13,"49,740.05"
"PO370282-V2","DC PUBLIC LIBRARY","7255400:Security Systems and Equipment, Communications","ADT SECURITY SERVICES",11-Sep-12,"159,935.00"
"PO370315-V4","EQUIPMENT LEASE - CAPITAL","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","ARIBA INCORPORATED",25-Sep-12,"214,590.00"
"PO370743-V2","DC PUBLIC LIBRARY","9061000:Buildings - Architectural Design","THE FREELON GROUP, INC",11-Mar-13,"231,993.39"
"PO370804-V6","OFFICE OF CHIEF FINANCIAL OFFICER","9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING","OST, Inc.",19-Nov-12,"142,044.68"
"PO371038-V2","DC PUBLIC LIBRARY","9065700:Land Development and Planning - Architectural","URBAN LAND INSTITUTE",10-Oct-12,"119,500.00"
"PO372137-V2","EQUIPMENT LEASE - CAPITAL","2062800:Computer Systems, Process Control","Dell Computer Corp.",15-Apr-13,0
"PO372222-V2","DEPARTMENT OF TRANSPORTATION","9582600:Construction Management Services","ATCS, PLC",3-May-13,"552,467.95"
"PO372367-V2","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","MCKISSACK & MCKISSACK OF WASH",3-Dec-12,"458,502.56"
"PO372375-V2","DEPARTMENT OF HEALTH","9625800:Professional Services (Not Otherwise Classified)","UNITED PLANNING ORGANIZATION",9-Sep-13,"200,000.00"
"PO373577-V2","DC PUBLIC LIBRARY","9587700:Project Management Services","MCN BUILD, LLC",9-Jan-13,0
"PO374394-V2","CHILD AND FAMILY SERVICES","9183200:Consulting Services (Not Otherwise Classified)","NADINE CAMPBLIN",27-Sep-12,"68,486.40"
"PO374414","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9248000:Tutoring","CAPITOL EDUCATION SUPPORT",27-Nov-12,"267,015.00"
"PO374415-V2","CHILD AND FAMILY SERVICES","9183200:Consulting Services (Not Otherwise Classified)","COURNEY T. SMACKUM",7-Sep-12,"61,048.00"
"PO374798-V3","DEPARTMENT OF MENTAL HEALTH","9146800:Plumbing","FRY PLUMBING & HEATING",4-Sep-12,"21,100.00"
"PO374804-V2","DEPARTMENT OF MENTAL HEALTH","9751440:AUTOMOBILE RENTAL OR LEASE SERVICES","GENERAL SERVICE ADMINISTRATION",4-Sep-12,"297,300.00"
"PO374805-V3","DEPARTMENT OF MENTAL HEALTH","9622325:CHEMICAL TESTING OF WATER SAMPLES FROM TOWER AND BOILER SYSTEMS","C&E Services, Inc. of Washington",19-Sep-12,"8,200.00"
"PO374816-V2","DEPARTMENT OF MENTAL HEALTH","9186700:Human Services Consulting (To Include Mental Health Consulting Services)","JOGUES R. PRANDONI",7-Sep-12,"90,510.00"
"PO374820-V4","DEPARTMENT OF MENTAL HEALTH","9526227:CARE AND TREATMENT SERVICES PROVIDED IN A NON-RESIDENTIAL SETTING, INCL. DAY TREATMENT, RILS, SOCIALIZATION SKILLS, ETC.","VOLUNTEERS OF AMERICA CHESAPEA",27-Sep-12,"144,595.00"
"PO374825-V2","DEPARTMENT OF MENTAL HEALTH","6157361:PADS, POST-IT NOTE, 100% RECYCLED, FOR USE AS REFILLS FOR THE POP-UP TYPE DISPENSER","Capital Services and Supplies",4-Sep-12,"50,000.00"
"PO374838-V2","DEPARTMENT OF MENTAL HEALTH","9754248:RENTAL OF MAN/BOOM AND SCISSOR LIFTS, WITHOUT OPERATOR","UNITED RENTALS, INC",13-Sep-12,"1,000.00"
"PO374841-V3","DEPARTMENT OF MENTAL HEALTH","9625800:Professional Services (Not Otherwise Classified)","PROVIDENCE HOSPITAL",19-Sep-12,"228,735.00"
"PO374849-V3","DEPARTMENT OF MENTAL HEALTH","9481200:Ambulance Services, Non-emergency (See 990-37 for Emergency Ambulance Services)","LIFESTAR RESPONSE OF MD INC.",20-Sep-12,"133,937.00"
"PO374856-V6","DEPARTMENT OF MENTAL HEALTH","9526227:CARE AND TREATMENT SERVICES PROVIDED IN A NON-RESIDENTIAL SETTING, INCL. DAY TREATMENT, RILS, SOCIALIZATION SKILLS, ETC.","NEIGHBOR'S CONSEJO",27-Sep-12,"132,249.00"
"PO374870-V2","DEPARTMENT OF MENTAL HEALTH","9589600:Waste Management Services","STERICYCLE INC",19-Sep-12,"66,867.22"
"PO374875-V4","DEPARTMENT OF MENTAL HEALTH","9625800:Professional Services (Not Otherwise Classified)","Not-For-Profit Hospital Corp.",19-Sep-12,"243,360.00"
"PO374887-V2","DEPARTMENT OF MENTAL HEALTH","9540552:LAUNDRY SERVICES. THE CONTRACTOR SHALL BE RESPONSIBLE FOR INVENTORY PROCUREMENT, PICK UP OF SOILED LAUNDRY, CLEANING, SANITIZING, PACKAGING, WRAPPING AND DELIVERY/PLACEMENT OF CLEAN LAUNDRY","MAYFLOWER TEXTILE SERVICES, CO",7-Sep-12,"119,328.54"
"PO374888-V2","DEPARTMENT OF MENTAL HEALTH","9363300:Fire Protection Equipment and Systems Including Fire Hydrants, Fire Sprinkler Systems, Smoke Detectors, Jaws of Life, Fire Protection Material Treatment, etc. Maintenance and Repair","Siemens Industry, Inc.",25-Sep-12,"206,925.00"
"PO374900-V2","DEPARTMENT OF MENTAL HEALTH","9106000:Plumbing Maintenance and Repair (Includes Toilets, etc.)","FRY PLUMBING & HEATING",20-Sep-12,0
"PO374917-V6","DEPARTMENT OF MENTAL HEALTH","9625800:Professional Services (Not Otherwise Classified)","GREEN DOOR INC",27-Sep-12,"342,533.75"
"PO374925-V2","DEPARTMENT OF MENTAL HEALTH","9101317:ELEVATOR MAINTENANCE AND REPAIR SERVICES","QUALITY ELEVATOR CO., INC.",11-Sep-12,"16,555.00"
"PO374946-V2","DEPARTMENT OF MENTAL HEALTH","9614813:LABORATORY ANALYSIS AND TESTING OF BACTERIOLOGICALS","WASHINGTON HOSPITAL CENTER",4-Sep-12,"17,580.00"
"PO374950-V3","DEPARTMENT OF MENTAL HEALTH","9480700:Administration Services, Health","Softech, Inc",26-Sep-12,"91,001.00"
"PO374958-V2","DEPARTMENT OF MENTAL HEALTH","9625800:Professional Services (Not Otherwise Classified)","ADVANCED DISPUTE RES SYS LLC",27-Sep-12,"4,000.00"
"PO374958-V2","DEPARTMENT OF MENTAL HEALTH","9183200:Consulting Services (Not Otherwise Classified)","ADVANCED DISPUTE RES SYS LLC",27-Sep-12,"2,350.00"
"PO374964-V4","DEPARTMENT OF MENTAL HEALTH","9625800:Professional Services (Not Otherwise Classified)","MICHAEL GILLIARD",26-Sep-12,"190,500.00"
"PO374977-V3","DEPARTMENT OF MENTAL HEALTH","9187850:CONSULTING SERVICES, MEDICAL","MacPharm Drugs, LLC",4-Sep-12,"2,640.00"
"PO375012-V3","DEPARTMENT OF MENTAL HEALTH","9625800:Professional Services (Not Otherwise Classified)","WASHINGTON HOSPITAL CENTER",20-Sep-12,"319,754.01"
"PO375013-V4","DC PUBLIC LIBRARY","9616730:INTERPRETER, SIGN LANGUAGE","GRAHAM STAFFING SERVICES INC",4-Sep-12,"35,000.00"
"PO375013-V4","DC PUBLIC LIBRARY","9625800:Professional Services (Not Otherwise Classified)","GRAHAM STAFFING SERVICES INC",4-Sep-12,"2,492.50"
"PO375038-V2","OFFICE OF THE ATTORNEY GENERAL","9183800:Education and Training Consulting","HOWARD UNIVERSITY HOSPITAL",4-Oct-12,"4,600.00"
"PO375039-V2","OFFICE OF THE ATTORNEY GENERAL","9183800:Education and Training Consulting","MEDSTAR GEORGETOWN MED.CTR.",5-Oct-12,"2,540.00"
"PO375041-V2","OFFICE OF THE ATTORNEY GENERAL","9463300:Collection Services","RSI Enterprises, Inc",26-Sep-12,"3,248.58"
"PO375043-V2","OFFICE OF THE ATTORNEY GENERAL","9183800:Education and Training Consulting","WASHINGTON HOSPITAL CENTER",17-Oct-12,"22,140.00"
"PO375045-V2","OFFICE OF THE ATTORNEY GENERAL","9183800:Education and Training Consulting","HEALTHY BABIES PROJECT, INC.",4-Oct-12,0
"PO375047-V6","DEPARTMENT ON DISABILITY SERVICES","9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME","Roberta's Developmental Disabi",14-Sep-12,"2,113.10"
"PO375051-V4","DEPARTMENT OF MENTAL HEALTH","9625800:Professional Services (Not Otherwise Classified)","LIFE STRIDE INC",13-Sep-12,"2,030,722.11"
"PO375054-V2","CHILD AND FAMILY SERVICES","9187850:CONSULTING SERVICES, MEDICAL","LaKiesha Hardy",5-Sep-12,"39,886.00"
"PO375133-V2","CHILD AND FAMILY SERVICES","9187850:CONSULTING SERVICES, MEDICAL","Laurice Hawkins",4-Sep-12,"31,856.50"
"PO375135-V2","CHILD AND FAMILY SERVICES","9528500:Support Services","D.C. CHILDRENS ADVOCACY CENTER",21-Sep-12,"476,664.60"
"PO375143-V2","DEPARTMENT ON DISABILITY SERVICES","9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME","President & Directors of Georgetown College for Georgetown University",10-Sep-12,"721,016.19"
"PO375152-V6","DEPARTMENT ON DISABILITY SERVICES","9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME","FINSBY CARE INC.",26-Sep-12,"231,746.97"
"PO375158-V9","DEPARTMENT ON DISABILITY SERVICES","9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME","Frontline Community Services",13-Sep-12,"185,124.81"
"PO375171-V2","CHILD AND FAMILY SERVICES","9187850:CONSULTING SERVICES, MEDICAL","MAGNIFICUS CORPORATION",14-Sep-12,"7,868.00"
"PO375196-V2","OFFICE OF THE ATTORNEY GENERAL","9183800:Education and Training Consulting","PROVIDENCE HOSPITAL",4-Oct-12,"20,180.00"
"PO375237-V2","DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT","9625800:Professional Services (Not Otherwise Classified)","BUSINESS STRATEGY CONSULTANTS",27-Oct-12,"34,790.00"
"PO375302-V4","DEPARTMENT ON DISABILITY SERVICES","9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME","Individual Advocacy Group Inc",17-Sep-12,"212,058.42"
"PO375306-V10","DEPARTMENT OF GENERAL SERVICES","0603835:ENGINE, DIESEL, AUTOMOTIVE","FANNON PETROLEUM SVCS., INC.",26-Sep-12,"7,463,810.00"
"PO375309-V7","DEPARTMENT OF GENERAL SERVICES","0603835:ENGINE, DIESEL, AUTOMOTIVE","Tri-Gas & Oil Co., Inc.",25-Sep-12,"4,841,531.00"
"PO375311-V5","DEPARTMENT OF PUBLIC WORKS","9687156:DISPOSAL OF SOLID SEWAGE INCL. PUMPING, CLEANING AND REMOVAL SERVICES","DIRECTOR OF FINANCE COUNTY OF",25-Sep-12,"6,360,000.00"
"PO375318-V2","OFFICE OF THE CHIEF MEDICAL EXAMINER","9186700:Human Services Consulting (To Include Mental Health Consulting Services)","WENDT CENTER FOR LOSS & HEAL.",1-Oct-12,"73,032.45"
"PO375331-V4","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","Kohler Equipment, Inc.",12-Sep-12,"91,000.00"
"PO375435-V3","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","General Merchandise Supplies",19-Sep-12,"54,443.00"
"PO375437-V2","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","UPTOWN AUTO PARTS",26-Sep-12,"101,094.00"
"PO375438-V4","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","SERVICE BY ALADDIN",27-Sep-12,"118,455.00"
"PO375444-V2","DEPARTMENT OF MENTAL HEALTH","9625800:Professional Services (Not Otherwise Classified)","PHILIP J. SCROFANI PH.D.",26-Sep-12,"41,680.00"
"PO375445-V2","DEPARTMENT OF MENTAL HEALTH","6402020:BOXES, FAST FOOD","Donnita Bennett, dba/Cater 2 U",26-Sep-12,"3,356.86"
"PO375481-V2","OFFICE OF CHIEF FINANCIAL OFFICER","9615075:TESTIMONY, MEDICAL, COURT OR ADMINISTRATIVE","David Epstein",13-Sep-12,"5,024.50"
"PO375504-V3","OFFICE OF CHIEF FINANCIAL OFFICER","9622400:Courier/Delivery Services (Including Air Courier Services)","FEDERAL EXPRESS",29-Oct-12,644.66
"PO375520-V4","DEPARTMENT OF HEALTH","9520500:Alcohol and Drug Detoxification (Incl. Rehabilitation)","GREATER MT. CALVARY HOLY CHURC",27-Sep-12,"139,676.00"
"PO375522-V6","DEPARTMENT OF HEALTH","9520500:Alcohol and Drug Detoxification (Incl. Rehabilitation)","ANDROMEDA TRANSCULTURAL",27-Sep-12,"624,360.00"
"PO375526-V3","DEPARTMENT OF HEALTH","9520500:Alcohol and Drug Detoxification (Incl. Rehabilitation)","SALVATION ARMY",27-Sep-12,"150,000.00"
"PO375533-V3","DEPARTMENT OF HEALTH","9520500:Alcohol and Drug Detoxification (Incl. Rehabilitation)","GOSPEL RESCUE MINISTRIES",12-Sep-12,"625,000.00"
"PO375539-V4","DEPARTMENT OF HEALTH","9520500:Alcohol and Drug Detoxification (Incl. Rehabilitation)","SAFE HAVEN OUTREACH MINISTRIES",24-Sep-12,"945,183.00"
"PO375541-V3","DEPARTMENT OF HEALTH","9520500:Alcohol and Drug Detoxification (Incl. Rehabilitation)","SO OTHERS MIGHT EAT",27-Sep-12,"260,000.00"
"PO375622-V4","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","ACME AUTO LEASING LLC",27-Sep-12,"544,619.00"
"PO375624-V2","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","MARYLAND INDUSTRIAL TRUCKS",27-Sep-12,"204,248.00"
"PO375625-V4","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","VALLEY SUPPLY & EQUIPMENT CO",27-Sep-12,"314,222.00"
"PO375626-V4","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","THC ENTERPRISES INC MIDATLANTI",27-Sep-12,"151,961.00"
"PO375627-V3","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","Parts Authority Southern LLC",11-Sep-12,"292,000.00"
"PO375630-V3","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","Kohler Equipment, Inc.",11-Sep-12,"151,306.00"
"PO375632-V5","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","K. NEAL INTERNATIONAL TRUCK, I",26-Sep-12,"148,403.00"
"PO375633-V3","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","GRANTURK EQUIPMENT COMPANY, IN",19-Sep-12,"170,100.00"
"PO375634-V4","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","CHESAPEAKE FORD TRUCK SALES, I",19-Sep-12,"318,571.00"
"PO375635-V2","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","CENTRAL TRUCK CENTER, INC.",11-Sep-12,"45,880.00"
"PO375636-V2","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","CENTRAL TRUCK CENTER, INC.",26-Sep-12,"77,704.00"
"PO375637-V2","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","PRECISION MACHINE HYDRAULIC &",27-Sep-12,"93,766.00"
"PO375641-V4","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","MIDDLETON &  MEADS COMPANY, IN",27-Sep-12,"36,628.00"
"PO375643-V2","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","ALTEC INDUSTRIES INC",25-Sep-12,"5,739.00"
"PO375645-V2","OFFICE OF MUNICIPAL PLANNING","9625900:Parking Services: Operation, Admission, Supervision","CENTRAL PARKING SYSTEM VA.",27-Sep-12,"3,968.80"
"PO375656-V5","DEPARTMENT ON DISABILITY SERVICES","9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME","WARD & WARD MENTL HEALTH SERVI",14-Sep-12,"1,252,254.01"
"PO375658-V7","DEPARTMENT ON DISABILITY SERVICES","9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME","COMMUNITY MULTISERVICES INC",14-Sep-12,"938,552.21"
"PO375720-V5","EQUIPMENT LEASE - CAPITAL","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",25-Oct-12,"130,033.72"
"PO375722-V5","EQUIPMENT LEASE - CAPITAL","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",25-Sep-12,"137,618.00"
"PO375724-V6","EQUIPMENT LEASE - CAPITAL","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",26-Sep-12,"107,554.50"
"PO375725-V5","EQUIPMENT LEASE - CAPITAL","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",26-Sep-12,"138,591.08"
"PO375730-V4","EQUIPMENT LEASE - CAPITAL","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",24-Sep-12,"34,294.37"
"PO375737-V2","DEPARTMENT ON DISABILITY SERVICES","9248600:Vocational Training, All Types  (Including Vocational Rehabilitation and Technical Education)","COLUMBIA LIGHTHOUSE FOR BLIND",20-Sep-12,0
"PO375807-V3","DEPARTMENT OF PUBLIC WORKS","9610200:Administrative Services, All Kinds  (Incl. Clerical,  Secretarial Services, etc.)","MIDTOWN PERSONNEL INC",26-Sep-12,"91,262.64"
"PO375812-V3","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9625800:Professional Services (Not Otherwise Classified)","PETER B. VADEN,ATTORNEY AT LAW",26-Sep-12,"170,000.04"
"PO375814-V3","OFFICE OF THE ATTORNEY GENERAL","9615036:DEPOSITIONS AND EXPERT WITNESS TESTIMONY","DR RICHARD H CONANT",25-Sep-12,"2,502.50"
"PO375816-V4","DEPARTMENT ON DISABILITY SERVICES","9523900:Employment Generating Activities","Work Opportunities Unlimited",21-Sep-12,"24,525.00"
"PO375835-V2","LOTTERY & CHARITABLE GAMES CONTROL BOARD","9625675:MOVING SERVICES, SPECIALIZED EQUIPMENT","Capital Services and Supplies",18-Sep-12,"9,850.00"
"PO375840-V5","SPECIAL EDUCATION TRANSPORTATION","5573430:FILTERS, COOLANT, TRANSIT BUS CLASSICS","Parts Authority Southern LLC",11-Sep-12,"230,000.00"
"PO375869-V3","DEPARTMENT OF PUBLIC WORKS","9627300:Restoration/Reclamation Services of Land and Other Properties","Apex Companies, LLC",25-Sep-12,"4,500.00"
"PO375916-V3","DEPARTMENT OF HEALTH","9484800:Health Care Services (Not Otherwise Classified)","Greater Washington Urban League, Inc.",13-Sep-12,"7,509,836.46"
"PO375919-V4","DEPARTMENT OF HEALTH","9520500:Alcohol and Drug Detoxification (Incl. Rehabilitation)","LIFE STRIDE INC",27-Sep-12,"105,000.00"
"PO375920-V3","OFFICE OF THE CHIEF MEDICAL EXAMINER","9489300:Waste Disposal Services, Medical","ADVANCED MEDICAL WASTE SOLUTIONS",21-Sep-12,"22,868.00"
"PO375930-V6","DC PUBLIC LIBRARY","8200000:STEAM AND HOT WATER BOILERS AND STEAM HEATING EQUIPMENT","RSC ELECTRICAL & MECHANICAL CO",24-Sep-12,"35,438.00"
"PO375930-V6","DC PUBLIC LIBRARY","7206400:Sewage and Sludge Pumps, Submersible","RSC ELECTRICAL & MECHANICAL CO",24-Sep-12,"80,014.00"
"PO375930-V6","DC PUBLIC LIBRARY","9412500:Boiler Maintenance and Repair, Steam (Including Testing Services - See 941-56 for Hydrostatic Testing)","RSC ELECTRICAL & MECHANICAL CO",24-Sep-12,"150,000.00"
"PO375937-V3","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9625800:Professional Services (Not Otherwise Classified)","VIRGINIA A DIETRICH",26-Sep-12,"170,000.04"
"PO375957-V3","DEPARTMENT OF HEALTH","9613065:EMPLOYMENT AGENCY SERVICES. THE CONTRACTOR SHALL PROVIDE THE SERVICES OF THE TEMPORARY PERSONNEL AS SPECIFIED BY THE STATE.","ALL-YOU-NEED TEMPORARY SVCS",26-Sep-12,"351,653.00"
"PO375992-V3","CHILD AND FAMILY SERVICES","9610200:Administrative Services, All Kinds  (Incl. Clerical,  Secretarial Services, etc.)","Charlie Samuels, Jr.",26-Sep-12,"153,321.88"
"PO375993-V2","CHILD AND FAMILY SERVICES","9625800:Professional Services (Not Otherwise Classified)","LINDSAY J. HOFFMAN",21-Sep-12,"64,740.50"
"PO376014-V2","OFFICE OF CHIEF FINANCIAL OFFICER","9622400:Courier/Delivery Services (Including Air Courier Services)","SUPERIOR COURIERS, LLC",4-Oct-12,54
"PO376017-V2","OFFICE OF CHIEF FINANCIAL OFFICER","6208153:PEN REFILLS, FOR PAPERMATE PENS","Capital Services and Supplies",4-Oct-12,"14,106.91"
"PO376019-V3","OFFICE OF CHIEF FINANCIAL OFFICER","0151587:TONER, INCLUDING DRY INK AND DRY IMAGER, FOR XEROX COPIERS (XEROX OR EQUAL)","Capital Services and Supplies",22-Oct-12,979.15
"PO376019-V3","OFFICE OF CHIEF FINANCIAL OFFICER","6153345:ORGANIZERS, DESK SUPPLIES","Capital Services and Supplies",22-Oct-12,"14,000.00"
"PO376023-V6","DEPARTMENT ON DISABILITY SERVICES","9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME","WOODS SERVICES, INC.",26-Sep-12,"1,353,088.07"
"PO376107-V9","EQUIPMENT LEASE - CAPITAL","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",19-Feb-13,"107,285.00"
"PO376115-V4","OFFICE OF THE ATTORNEY GENERAL","9612458:PROFESSIONAL COURT REPORTER SERVICES","NEAL R GROSS & CO INC",27-Sep-12,"8,397.00"
"PO376116-V3","OFFICE OF THE ATTORNEY GENERAL","9612458:PROFESSIONAL COURT REPORTER SERVICES","Capital Reporting Company",25-Sep-12,"2,630.01"
"PO376118-V2","DEPARTMENT OF PUBLIC WORKS","9100600:Carpentry Maintenance and Repair Services","SMITH & SONS",26-Sep-12,"12,320.00"
"PO376121-V3","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","BEST BATTERY CO., INC.",26-Sep-12,"100,604.00"
"PO376142-V2","DEPARTMENT OF PUBLIC WORKS","9980900:Automobile, Truck and Bus Parts and Equipment","THC ENTERPRISES INC MIDATLANTI",12-Sep-12,"43,010.00"
"PO376145-V3","OFFICE OF THE ATTORNEY GENERAL","9612458:PROFESSIONAL COURT REPORTER SERVICES","Capital Reporting Company",26-Sep-12,"3,530.71"
"PO376146-V2","OFFICE OF CHIEF FINANCIAL OFFICER","9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING","OST, Inc.",22-Oct-12,"173,901.60"
"PO376148-V2","OFFICE OF CHIEF FINANCIAL OFFICER","9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING","OST, Inc.",22-Oct-12,"122,376.96"
"PO376149-V2","OFFICE OF CHIEF FINANCIAL OFFICER","9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING","OST, Inc.",22-Oct-12,"125,208.92"
"PO376150-V3","OFFICE OF CHIEF FINANCIAL OFFICER","9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING","OST, Inc.",22-Oct-12,"130,022.40"
"PO376151-V2","OFFICE OF CHIEF FINANCIAL OFFICER","9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING","OST, Inc.",22-Oct-12,"134,898.24"
"PO376153-V2","OFFICE OF CHIEF FINANCIAL OFFICER","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",22-Oct-12,"163,739.22"
"PO376155-V3","OFFICE OF CHIEF FINANCIAL OFFICER","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",22-Oct-12,"35,710.57"
"PO376158-V2","OFFICE OF CHIEF FINANCIAL OFFICER","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",22-Oct-12,"89,208.12"
